Total voltage (V),Total V error,Resistor Voltage (V),Resistor V error,LED voltage (V),LED V error,Current (A),Current error,Resistor load (Ohm)
0.026000000000000002,0.0021908902300206636,0.008,0.0017888543819998316,0.018000000000000002,0.0028284271247461896,3.6363636363636364e-05,8.131156281817417e-06,220
0.026000000000000002,0.0021908902300206636,0.01,0.0,0.016,0.0021908902300206636,4.545454545454546e-05,0.0,220
0.026000000000000002,0.002190890230020664,0.006,0.0021908902300206644,0.020000000000000004,0.0030983866769659332,2.7272727272727273e-05,9.958591954639385e-06,220
0.024,0.0021908902300206636,0.012,0.0017888543819998316,0.012,0.0028284271247461896,5.4545454545454546e-05,8.131156281817417e-06,220
0.024,0.003577708763999663,0.004,0.0021908902300206644,0.02,0.004195235392680606,1.8181818181818182e-05,9.958591954639385e-06,220
0.02,0.00282842712474619,0.006,0.002190890230020664,0.014,0.003577708763999663,2.7272727272727273e-05,9.958591954639381e-06,220
0.028000000000000004,0.0017888543819998314,0.006,0.002190890230020664,0.022000000000000006,0.0028284271247461896,2.7272727272727273e-05,9.958591954639381e-06,220
0.03,0.0,0.008,0.0017888543819998316,0.022,0.0017888543819998316,3.6363636363636364e-05,8.131156281817417e-06,220
0.034,0.0021908902300206644,0.002,0.0017888543819998316,0.032,0.00282842712474619,9.090909090909091e-06,8.131156281817417e-06,220
0.04,0.0028284271247461905,0.004,0.002190890230020664,0.036000000000000004,0.0035777087639996636,1.8181818181818182e-05,9.958591954639381e-06,220
0.038,0.0017888543819998316,0.008,0.0017888543819998316,0.03,0.002529822128134703,3.6363636363636364e-05,8.131156281817417e-06,220
0.048,0.0017888543819998316,0.0,0.0,0.048,0.0017888543819998316,0.0,0.0,220
0.046000000000000006,0.0021908902300206644,0.008,0.0017888543819998316,0.038000000000000006,0.00282842712474619,3.6363636363636364e-05,8.131156281817417e-06,220
0.046,0.003577708763999663,0.006,0.002190890230020664,0.04,0.004195235392680605,2.7272727272727273e-05,9.958591954639381e-06,220
0.052000000000000005,0.0017888543819998305,0.012,0.0017888543819998316,0.04000000000000001,0.002529822128134702,5.4545454545454546e-05,8.131156281817417e-06,220
0.055999999999999994,0.0021908902300206636,0.014000000000000002,0.0035777087639996628,0.041999999999999996,0.004195235392680605,6.363636363636364e-05,1.626231256363483e-05,220
0.057999999999999996,0.0017888543819998305,0.01,0.00282842712474619,0.047999999999999994,0.0033466401061363013,4.545454545454546e-05,1.2856486930664501e-05,220
0.055999999999999994,0.0021908902300206636,0.006,0.002190890230020664,0.049999999999999996,0.003098386676965933,2.7272727272727273e-05,9.958591954639381e-06,220
0.064,0.005366563145999496,0.006,0.002190890230020664,0.058,0.005796550698475776,2.7272727272727273e-05,9.958591954639381e-06,220
0.068,0.0017888543819998333,0.006,0.0021908902300206644,0.062000000000000006,0.002828427124746191,2.7272727272727273e-05,9.958591954639385e-06,220
0.066,0.003577708763999663,0.006,0.002190890230020664,0.060000000000000005,0.004195235392680605,2.7272727272727273e-05,9.958591954639381e-06,220
0.078,0.0017888543819998305,0.012,0.004381780460041328,0.066,0.0047328638264796915,5.4545454545454546e-05,1.9917183909278762e-05,220
0.08,0.0,0.012,0.0033466401061363017,0.068,0.0033466401061363017,5.4545454545454546e-05,1.5212000482437735e-05,220
0.094,0.008763560920082658,0.008,0.0017888543819998316,0.086,0.008944271909999158,3.6363636363636364e-05,8.131156281817417e-06,220
0.076,0.004560701700396551,0.018000000000000002,0.007694153624668538,0.057999999999999996,0.008944271909999158,8.181818181818183e-05,3.4973425566675174e-05,220
0.092,0.0017888543819998333,0.01,0.00282842712474619,0.082,0.003346640106136303,4.545454545454546e-05,1.2856486930664501e-05,220
0.092,0.0017888543819998333,0.01,0.00282842712474619,0.082,0.003346640106136303,4.545454545454546e-05,1.2856486930664501e-05,220
0.098,0.0017888543819998333,0.01,0.0,0.08800000000000001,0.0017888543819998333,4.545454545454546e-05,0.0,220
0.1,0.0,0.008,0.0017888543819998316,0.092,0.0017888543819998316,3.6363636363636364e-05,8.131156281817417e-06,220
0.1,0.0,0.012,0.006572670690061994,0.08800000000000001,0.006572670690061994,5.4545454545454546e-05,2.9875775863918154e-05,220
0.1,0.006928203230275507,0.008,0.0017888543819998316,0.092,0.007155417527999325,3.6363636363636364e-05,8.131156281817417e-06,220
0.10800000000000001,0.0017888543819998305,0.008,0.0017888543819998316,0.1,0.002529822128134702,3.6363636363636364e-05,8.131156281817417e-06,220
0.11399999999999999,0.002190890230020663,0.008,0.0017888543819998316,0.10599999999999998,0.0028284271247461888,3.6363636363636364e-05,8.131156281817417e-06,220
0.118,0.0017888543819998305,0.008,0.0033466401061363017,0.10999999999999999,0.003794733192202054,3.6363636363636364e-05,1.5212000482437735e-05,220
0.118,0.0017888543819998305,0.008,0.0017888543819998316,0.10999999999999999,0.002529822128134702,3.6363636363636364e-05,8.131156281817417e-06,220
0.11200000000000002,0.006572670690061993,0.016,0.005366563145999495,0.09600000000000002,0.00848528137423857,7.272727272727273e-05,2.439346884545225e-05,220
0.126,0.002190890230020666,0.008,0.0017888543819998316,0.118,0.0028284271247461914,3.6363636363636364e-05,8.131156281817417e-06,220
0.13,0.0,0.013999999999999999,0.006693280212272604,0.116,0.006693280212272604,6.363636363636363e-05,3.0424000964875473e-05,220
0.13,0.0,0.008,0.0017888543819998316,0.122,0.0017888543819998316,3.6363636363636364e-05,8.131156281817417e-06,220
0.138,0.005215361924162118,0.012,0.0033466401061363017,0.126,0.0061967733539318665,5.4545454545454546e-05,1.5212000482437735e-05,220
0.132,0.005215361924162121,0.014000000000000002,0.008294576541331089,0.11800000000000001,0.009797958971132713,6.363636363636364e-05,3.770262064241404e-05,220
0.14200000000000002,0.0017888543819998281,0.024,0.012837445228704971,0.11800000000000002,0.012961481396815721,0.00010909090909090909,5.8352023766840776e-05,220
0.14400000000000002,0.00219089023002066,0.014000000000000002,0.002190890230020664,0.13,0.00309838667696593,6.363636363636364e-05,9.958591954639381e-06,220
0.15,0.0,0.008,0.0017888543819998316,0.142,0.0017888543819998316,3.6363636363636364e-05,8.131156281817417e-06,220
0.144,0.005366563145999494,0.012,0.0017888543819998316,0.13199999999999998,0.005656854249492379,5.4545454545454546e-05,8.131156281817417e-06,220
0.15000000000000002,0.004898979485566356,0.012,0.0017888543819998316,0.138,0.005215361924162118,5.4545454545454546e-05,8.131156281817417e-06,220
0.158,0.0017888543819998333,0.012,0.004381780460041328,0.146,0.004732863826479692,5.4545454545454546e-05,1.9917183909278762e-05,220
0.16,0.0,0.01,0.00282842712474619,0.15,0.00282842712474619,4.545454545454546e-05,1.2856486930664501e-05,220
0.17,0.00692820323027551,0.012,0.004381780460041328,0.158,0.00819756061276768,5.4545454545454546e-05,1.9917183909278762e-05,220
0.158,0.004381780460041328,0.006,0.003577708763999663,0.152,0.005656854249492379,2.7272727272727273e-05,1.6262312563634833e-05,220
0.166,0.002190890230020666,0.006,0.002190890230020664,0.16,0.0030983866769659345,2.7272727272727273e-05,9.958591954639381e-06,220
0.17400000000000002,0.00219089023002066,0.008,0.0017888543819998316,0.166,0.0028284271247461866,3.6363636363636364e-05,8.131156281817417e-06,220
0.18,0.004898979485566356,0.012,0.0017888543819998316,0.16799999999999998,0.005215361924162118,5.4545454545454546e-05,8.131156281817417e-06,220
0.182,0.0017888543819998333,0.01,0.00282842712474619,0.172,0.003346640106136303,4.545454545454546e-05,1.2856486930664501e-05,220
0.182,0.0017888543819998333,0.008,0.0017888543819998316,0.174,0.0025298221281347044,3.6363636363636364e-05,8.131156281817417e-06,220
0.188,0.0017888543819998333,0.01,0.004,0.178,0.00438178046004133,4.545454545454546e-05,1.8181818181818182e-05,220
0.188,0.0017888543819998333,0.008,0.0017888543819998316,0.18,0.0025298221281347044,3.6363636363636364e-05,8.131156281817417e-06,220
0.192,0.0017888543819998333,0.008,0.0017888543819998316,0.184,0.0025298221281347044,3.6363636363636364e-05,8.131156281817417e-06,220
0.2,0.0028284271247461883,0.012,0.006572670690061994,0.188,0.007155417527999327,5.4545454545454546e-05,2.9875775863918154e-05,220
0.19,0.0040000000000000036,0.022,0.011099549540409287,0.168,0.011798304963002102,9.999999999999999e-05,5.0452497910951304e-05,220
0.20400000000000001,0.003577708763999661,0.012,0.0017888543819998316,0.192,0.0039999999999999975,5.4545454545454546e-05,8.131156281817417e-06,220
0.20800000000000002,0.004381780460041328,0.01,0.00282842712474619,0.198,0.005215361924162118,4.545454545454546e-05,1.2856486930664501e-05,220
0.20800000000000002,0.0017888543819998281,0.002,0.0017888543819998316,0.20600000000000002,0.002529822128134701,9.090909090909091e-06,8.131156281817417e-06,220
0.21200000000000002,0.0017888543819998336,0.014000000000000002,0.004560701700396552,0.198,0.004898979485566357,6.363636363636364e-05,2.0730462274529782e-05,220
0.21200000000000002,0.0017888543819998333,0.018,0.013971399357258382,0.19400000000000003,0.014085453489327205,8.181818181818182e-05,6.350636071481083e-05,220
0.21600000000000003,0.002190890230020666,0.006,0.002190890230020664,0.21000000000000002,0.0030983866769659345,2.7272727272727273e-05,9.958591954639381e-06,220
0.22400000000000003,0.002190890230020666,0.006,0.0021908902300206644,0.21800000000000003,0.0030983866769659345,2.7272727272727273e-05,9.958591954639385e-06,220
0.22600000000000003,0.002190890230020666,0.008,0.0017888543819998316,0.21800000000000003,0.0028284271247461914,3.6363636363636364e-05,8.131156281817417e-06,220
0.22400000000000003,0.005366563145999494,0.008,0.0017888543819998316,0.21600000000000003,0.005656854249492379,3.6363636363636364e-05,8.131156281817417e-06,220
0.23200000000000004,0.0017888543819998281,0.006,0.0021908902300206644,0.22600000000000003,0.002828427124746188,2.7272727272727273e-05,9.958591954639385e-06,220
