Total voltage (V),Total V error,Resistor Voltage (V),Resistor V error,LED voltage (V),LED V error,Current (A),Current error,Resistor load (Ohm)
0.026000000000000002,0.0021908902300206636,0.008,0.0017888543819998316,0.018000000000000002,0.0028284271247461896,3.6363636363636364e-05,8.131156281817417e-06,220
0.026000000000000002,0.0021908902300206636,0.008,0.0033466401061363017,0.018000000000000002,0.003999999999999999,3.6363636363636364e-05,1.5212000482437735e-05,220
0.026000000000000002,0.0021908902300206636,0.008,0.0017888543819998316,0.018000000000000002,0.0028284271247461896,3.6363636363636364e-05,8.131156281817417e-06,220
0.03,0.004898979485566356,0.012,0.0017888543819998316,0.018,0.005215361924162118,5.4545454545454546e-05,8.131156281817417e-06,220
0.03,0.0,0.006,0.003577708763999663,0.024,0.003577708763999663,2.7272727272727273e-05,1.6262312563634833e-05,220
0.03,0.0,0.008,0.0017888543819998316,0.022,0.0017888543819998316,3.6363636363636364e-05,8.131156281817417e-06,220
0.024,0.003577708763999663,0.006,0.0021908902300206644,0.018000000000000002,0.004195235392680606,2.7272727272727273e-05,9.958591954639385e-06,220
0.026000000000000002,0.0035777087639996628,0.017999999999999995,0.009549869109050656,0.008000000000000007,0.010198039027185569,8.18181818181818e-05,4.3408495950230253e-05,220
0.03,0.003999999999999999,0.006,0.002190890230020664,0.024,0.004560701700396551,2.7272727272727273e-05,9.958591954639381e-06,220
0.038,0.00593295878967653,0.008,0.0017888543819998316,0.03,0.0061967733539318665,3.6363636363636364e-05,8.131156281817417e-06,220
0.038000000000000006,0.0017888543819998316,0.026000000000000002,0.014587666023048377,0.012000000000000004,0.01469693845669907,0.0001181818181818182,6.630757283203807e-05,220
0.05,0.0,0.014000000000000002,0.0035777087639996628,0.036000000000000004,0.0035777087639996628,6.363636363636364e-05,1.626231256363483e-05,220
0.05,0.0,0.012,0.0017888543819998316,0.038000000000000006,0.0017888543819998316,5.4545454545454546e-05,8.131156281817417e-06,220
0.05,0.0,0.006,0.0021908902300206644,0.044000000000000004,0.0021908902300206644,2.7272727272727273e-05,9.958591954639385e-06,220
0.05,0.002828427124746189,0.008,0.0033466401061363017,0.042,0.004381780460041328,3.6363636363636364e-05,1.5212000482437735e-05,220
0.057999999999999996,0.0017888543819998305,0.024,0.012837445228704971,0.033999999999999996,0.012961481396815721,0.00010909090909090909,5.8352023766840776e-05,220
0.05600000000000001,0.0035777087639996628,0.006,0.0021908902300206644,0.05000000000000001,0.004195235392680605,2.7272727272727273e-05,9.958591954639385e-06,220
0.06599999999999999,0.0077974354758471726,0.008,0.0017888543819998316,0.05799999999999999,0.008000000000000002,3.6363636363636364e-05,8.131156281817417e-06,220
0.062,0.0017888543819998333,0.008,0.0017888543819998316,0.054,0.0025298221281347044,3.6363636363636364e-05,8.131156281817417e-06,220
0.066,0.003577708763999663,0.004,0.002190890230020664,0.062,0.004195235392680605,1.8181818181818182e-05,9.958591954639381e-06,220
0.07200000000000001,0.0017888543819998305,0.01,0.0,0.062000000000000006,0.0017888543819998305,4.545454545454546e-05,0.0,220
0.078,0.0017888543819998305,0.01,0.0,0.068,0.0017888543819998305,4.545454545454546e-05,0.0,220
0.07600000000000001,0.003577708763999663,0.012,0.004381780460041328,0.06400000000000002,0.005656854249492379,5.4545454545454546e-05,1.9917183909278762e-05,220
0.07400000000000001,0.006066300355241239,0.012,0.004381780460041328,0.06200000000000001,0.007483314773547882,5.4545454545454546e-05,1.9917183909278762e-05,220
0.088,0.0017888543819998305,0.01,0.00282842712474619,0.078,0.0033466401061363013,4.545454545454546e-05,1.2856486930664501e-05,220
0.09,0.0,0.01,0.0069282032302755096,0.08,0.0069282032302755096,4.545454545454546e-05,3.149183286488868e-05,220
0.098,0.007155417527999326,0.01,0.0,0.08800000000000001,0.007155417527999326,4.545454545454546e-05,0.0,220
0.1,0.0,0.008,0.0017888543819998316,0.092,0.0017888543819998316,3.6363636363636364e-05,8.131156281817417e-06,220
